1066,0.0058507
1088,0.04538747
1099,0.00625294
1157,0.00717784
1171,0.01219571
1186,0.00562349
1211,0.00393765
1288,0.03488226
1398,0.10081515
168,0.0068194
1800,0.01525062
1898,0.01332433
1919,0.00454491
1988,0.01930785
2238,0.00719304
2318,0.05591968
2328,0.01101761
2338,0.00659752
2600,0.00614015
2601,0.02176346
2628,0.06494709
2883,0.00818413
2899,0.00739533
3323,0.01291499
3328,0.01788546
358,0.01086798
386,0.0560047
390,0.00571715
3968,0.02777656
3988,0.10305116
489,0.01797686
728,0.02369798
753,0.00492465
763,0.0046803
857,0.10039091
902,0.00758147
914,0.01405545
916,0.00439425
939,0.10142382
998,0.01612796
