1066,0.00558572
1088,0.03472507
1099,0.00837465
1157,0.00374447
1171,0.0065626
1288,0.0356328
1336,0.00547888
1339,0.01168908
1398,0.10239415
168,0.00920312
1800,0.01173122
1898,0.00824974
1988,0.02087045
2238,0.00805878
2318,0.05077537
2328,0.01441442
2333,0.01880941
2338,0.00637232
2601,0.02839271
2628,0.06475463
2883,0.01291802
2899,0.00481787
3323,0.00928661
3328,0.02160047
358,0.00869699
386,0.06704879
390,0.00733729
3968,0.0280253
3988,0.10345411
489,0.01383629
6030,0.00635037
6837,0.00710896
728,0.02319151
753,0.00466687
857,0.07819281
902,0.01072268
914,0.01330963
916,0.00932413
939,0.10004587
998,0.01424584
