1088,0.04880606
1138,0.01224439
1171,0.01250778
1398,0.07266359
168,0.00270149
177,0.00433524
1800,0.03365874
1898,0.02344822
1919,0.01467985
2318,0.03922174
2328,0.01227371
2600,0.02813276
2628,0.11389083
2698,0.00308326
2727,0.00506981
2777,0.01306908
2866,0.00658476
2883,0.00797556
2899,0.01099331
323,0.0053456
3328,0.05991416
338,0.00514014
347,0.008829
358,0.00962179
386,0.06381206
3968,0.03407843
3988,0.04320133
489,0.00607061
525,0.00392834
552,0.00383353
576,0.00590641
598,0.00298058
694,0.00960307
728,0.0285823
753,0.00757768
763,0.00270085
857,0.1122278
902,0.01219604
914,0.00998644
939,0.08963626
991,0.00948741
