1055,0.00221674
1071,0.00329998
1088,0.0561804
1138,0.01074325
1171,0.0131918
1211,0.00327694
168,0.00375266
177,0.00674827
1919,0.00875071
2318,0.04329725
2328,0.00783954
2600,0.02565711
2628,0.12445162
2698,0.00436747
2727,0.00920094
2777,0.01005039
2866,0.00478461
2883,0.00801023
2899,0.01450637
323,0.00517399
3328,0.08934045
338,0.01051983
347,0.00688081
358,0.01246146
386,0.09592579
489,0.00971344
525,0.00559366
576,0.00868391
598,0.00542342
694,0.00841416
728,0.04463383
753,0.00869358
763,0.00525783
857,0.15979693
902,0.01894919
914,0.00767629
939,0.12754065
991,0.00899454
