1088,0.05690952
1138,0.00959342
1171,0.01087958
1398,0.07520995
168,0.00308361
177,0.00373243
1800,0.03090841
1898,0.03073089
1919,0.01798505
2318,0.04232521
2328,0.0097014
2600,0.02281708
2628,0.10789124
2698,0.00165869
2727,0.00705062
2777,0.01014197
2866,0.00556805
2883,0.0098172
2899,0.01741553
323,0.00321938
3328,0.05861204
338,0.00402719
347,0.00833007
358,0.00954268
386,0.07103151
3968,0.03046622
3988,0.04130306
3993,0.00604669
489,0.00564393
525,0.00291104
552,0.00409412
576,0.00643014
598,0.00220944
694,0.00745114
728,0.03091728
753,0.01011773
763,0.00241702
857,0.10538425
902,0.00901372
914,0.01056184
939,0.08005267
991,0.00808025
998,0.00871675
