Symbol,FromDate,TradingHours
JEC,1900-01-01,000000,040000,213000,235959,040000
JNJ,1900-01-01,000000,040000,213000,235959,040000
JNK,1900-01-01,000000,040000,213000,235959,040000
JNPR,1900-01-01,000000,040000,213000,235959,040000
JPM,1900-01-01,000000,040000,213000,235959,040000
JWN,1900-01-01,000000,040000,213000,235959,040000
K,1900-01-01,000000,040000,213000,235959,040000
KBE,1900-01-01,000000,040000,213000,235959,040000
KEY,1900-01-01,000000,040000,213000,235959,040000
KHC,1900-01-01,000000,040000,213000,235959,040000
KIM,1900-01-01,000000,040000,213000,235959,040000
KLAC,1900-01-01,000000,040000,213000,235959,040000
KMB,1900-01-01,000000,040000,213000,235959,040000
KMI,1900-01-01,000000,040000,213000,235959,040000
KMX,1900-01-01,000000,040000,213000,235959,040000
KO,1900-01-01,000000,040000,213000,235959,040000
KORS,1900-01-01,000000,040000,213000,235959,040000
KR,1900-01-01,000000,040000,213000,235959,040000
KRE,1900-01-01,000000,040000,213000,235959,040000
KSS,1900-01-01,000000,040000,213000,235959,040000
KSU,1900-01-01,000000,040000,213000,235959,040000
L,1900-01-01,000000,040000,213000,235959,040000
LB,1900-01-01,000000,040000,213000,235959,040000
LEG,1900-01-01,000000,040000,213000,235959,040000
LEN,1900-01-01,000000,040000,213000,235959,040000
LH,1900-01-01,000000,040000,213000,235959,040000
LLL,1900-01-01,000000,040000,213000,235959,040000
LLTC,1900-01-01,000000,040000,213000,235959,040000
LLY,1900-01-01,000000,040000,213000,235959,040000
LM,1900-01-01,000000,040000,213000,235959,040000
LMT,1900-01-01,000000,040000,213000,235959,040000
LNC,1900-01-01,000000,040000,213000,235959,040000
LOW,1900-01-01,000000,040000,213000,235959,040000
LQD,1900-01-01,000000,040000,213000,235959,040000
LRCX,1900-01-01,000000,040000,213000,235959,040000
LUK,1900-01-01,000000,040000,213000,235959,040000
LUV,1900-01-01,000000,040000,213000,235959,040000
LVLT,1900-01-01,000000,040000,213000,235959,040000
LYB,1900-01-01,000000,040000,213000,235959,040000
