Symbol,FromDate,TradingHours
HSI,1900-01-01,093000,120000,130000,160000,160000
HHI,1900-01-01,093000,120000,130000,160000,160000
1,1900-01-01,093000,120000,130000,160000,160000
2,1900-01-01,093000,120000,130000,160000,160000
3,1900-01-01,093000,120000,130000,160000,160000
4,1900-01-01,093000,120000,130000,160000,160000
5,1900-01-01,093000,120000,130000,160000,160000
6,1900-01-01,093000,120000,130000,160000,160000
11,1900-01-01,093000,120000,130000,160000,160000
12,1900-01-01,093000,120000,130000,160000,160000
16,1900-01-01,093000,120000,130000,160000,160000
17,1900-01-01,093000,120000,130000,160000,160000
19,1900-01-01,093000,120000,130000,160000,160000
23,1900-01-01,093000,120000,130000,160000,160000
27,1900-01-01,093000,120000,130000,160000,160000
66,1900-01-01,093000,120000,130000,160000,160000
83,1900-01-01,093000,120000,130000,160000,160000
101,1900-01-01,093000,120000,130000,160000,160000
135,1900-01-01,093000,120000,130000,160000,160000
144,1900-01-01,093000,120000,130000,160000,160000
151,1900-01-01,093000,120000,130000,160000,160000
168,1900-01-01,093000,120000,130000,160000,160000
267,1900-01-01,093000,120000,130000,160000,160000
293,1900-01-01,093000,120000,130000,160000,160000
322,1900-01-01,093000,120000,130000,160000,160000
386,1900-01-01,093000,120000,130000,160000,160000
386,1900-01-01,093000,120000,130000,160000,160000
388,1900-01-01,093000,120000,130000,160000,160000
390,1900-01-01,093000,120000,130000,160000,160000
489,1900-01-01,093000,120000,130000,160000,160000
494,1900-01-01,093000,120000,130000,160000,160000
688,1900-01-01,093000,120000,130000,160000,160000
700,1900-01-01,093000,120000,130000,160000,160000
728,1900-01-01,093000,120000,130000,160000,160000
753,1900-01-01,093000,120000,130000,160000,160000
762,1900-01-01,093000,120000,130000,160000,160000
823,1900-01-01,093000,120000,130000,160000,160000
836,1900-01-01,093000,120000,130000,160000,160000
857,1900-01-01,093000,120000,130000,160000,160000
857,1900-01-01,093000,120000,130000,160000,160000
883,1900-01-01,093000,120000,130000,160000,160000
902,1900-01-01,093000,120000,130000,160000,160000
914,1900-01-01,093000,120000,130000,160000,160000
916,1900-01-01,093000,120000,130000,160000,160000
939,1900-01-01,093000,120000,130000,160000,160000
939,1900-01-01,093000,120000,130000,160000,160000
941,1900-01-01,093000,120000,130000,160000,160000
992,1900-01-01,093000,120000,130000,160000,160000
998,1900-01-01,093000,120000,130000,160000,160000
1038,1900-01-01,093000,120000,130000,160000,160000
1044,1900-01-01,093000,120000,130000,160000,160000
1088,1900-01-01,093000,120000,130000,160000,160000
1088,1900-01-01,093000,120000,130000,160000,160000
1099,1900-01-01,093000,120000,130000,160000,160000
1109,1900-01-01,093000,120000,130000,160000,160000
1113,1900-01-01,093000,120000,130000,160000,160000
1211,1900-01-01,093000,120000,130000,160000,160000
1288,1900-01-01,093000,120000,130000,160000,160000
1299,1900-01-01,093000,120000,130000,160000,160000
1336,1900-01-01,093000,120000,130000,160000,160000
1339,1900-01-01,093000,120000,130000,160000,160000
1359,1900-01-01,093000,120000,130000,160000,160000
1398,1900-01-01,093000,120000,130000,160000,160000
1398,1900-01-01,093000,120000,130000,160000,160000
1766,1900-01-01,093000,120000,130000,160000,160000
1776,1900-01-01,093000,120000,130000,160000,160000
1800,1900-01-01,093000,120000,130000,160000,160000
1816,1900-01-01,093000,120000,130000,160000,160000
1880,1900-01-01,093000,120000,130000,160000,160000
1928,1900-01-01,093000,120000,130000,160000,160000
1988,1900-01-01,093000,120000,130000,160000,160000
2202,1900-01-01,093000,120000,130000,160000,160000
2318,1900-01-01,093000,120000,130000,160000,160000
2318,1900-01-01,093000,120000,130000,160000,160000
2319,1900-01-01,093000,120000,130000,160000,160000
2328,1900-01-01,093000,120000,130000,160000,160000
2333,1900-01-01,093000,120000,130000,160000,160000
2388,1900-01-01,093000,120000,130000,160000,160000
2601,1900-01-01,093000,120000,130000,160000,160000
2628,1900-01-01,093000,120000,130000,160000,160000
2628,1900-01-01,093000,120000,130000,160000,160000
2883,1900-01-01,093000,120000,130000,160000,160000
3323,1900-01-01,093000,120000,130000,160000,160000
3328,1900-01-01,093000,120000,130000,160000,160000
3328,1900-01-01,093000,120000,130000,160000,160000
3699,1900-01-01,093000,120000,130000,160000,160000
3968,1900-01-01,093000,120000,130000,160000,160000
3988,1900-01-01,093000,120000,130000,160000,160000
3988,1900-01-01,093000,120000,130000,160000,160000
6030,1900-01-01,093000,120000,130000,160000,160000
6837,1900-01-01,093000,120000,130000,160000,160000
6886,1900-01-01,093000,120000,130000,160000,160000
00001,1900-01-01,093000,120000,130000,160000,160000
00002,1900-01-01,093000,120000,130000,160000,160000
00003,1900-01-01,093000,120000,130000,160000,160000
00004,1900-01-01,093000,120000,130000,160000,160000
00005,1900-01-01,093000,120000,130000,160000,160000
00006,1900-01-01,093000,120000,130000,160000,160000
00011,1900-01-01,093000,120000,130000,160000,160000
00012,1900-01-01,093000,120000,130000,160000,160000
00016,1900-01-01,093000,120000,130000,160000,160000
00017,1900-01-01,093000,120000,130000,160000,160000
00019,1900-01-01,093000,120000,130000,160000,160000
00023,1900-01-01,093000,120000,130000,160000,160000
00027,1900-01-01,093000,120000,130000,160000,160000
00066,1900-01-01,093000,120000,130000,160000,160000
00083,1900-01-01,093000,120000,130000,160000,160000
00101,1900-01-01,093000,120000,130000,160000,160000
00135,1900-01-01,093000,120000,130000,160000,160000
00144,1900-01-01,093000,120000,130000,160000,160000
00151,1900-01-01,093000,120000,130000,160000,160000
00168,1900-01-01,093000,120000,130000,160000,160000
00267,1900-01-01,093000,120000,130000,160000,160000
00293,1900-01-01,093000,120000,130000,160000,160000
00322,1900-01-01,093000,120000,130000,160000,160000
00386,1900-01-01,093000,120000,130000,160000,160000
00386,1900-01-01,093000,120000,130000,160000,160000
00388,1900-01-01,093000,120000,130000,160000,160000
00390,1900-01-01,093000,120000,130000,160000,160000
00489,1900-01-01,093000,120000,130000,160000,160000
00494,1900-01-01,093000,120000,130000,160000,160000
00688,1900-01-01,093000,120000,130000,160000,160000
00700,1900-01-01,093000,120000,130000,160000,160000
00728,1900-01-01,093000,120000,130000,160000,160000
00753,1900-01-01,093000,120000,130000,160000,160000
00762,1900-01-01,093000,120000,130000,160000,160000
00823,1900-01-01,093000,120000,130000,160000,160000
00836,1900-01-01,093000,120000,130000,160000,160000
00857,1900-01-01,093000,120000,130000,160000,160000
00857,1900-01-01,093000,120000,130000,160000,160000
00883,1900-01-01,093000,120000,130000,160000,160000
